shipment_id,origin_site_id,dest_site_id,customer_id,ship_date,units,weight_kg
SHIP-001380,SITE-014,SITE-009,CUST-00395,2025-08-28,122,1112.64
SHIP-001381,SITE-001,SITE-008,CUST-00404,2024-12-24,190,999.4
SHIP-001382,SITE-006,SITE-002,CUST-00533,2026-05-12,377,4490.07
SHIP-001383,SITE-002,SITE-015,CUST-00140,2024-09-17,152,183.92
SHIP-001384,SITE-007,SITE-004,CUST-00164,2024-05-05,352,1745.92
SHIP-001385,SITE-012,SITE-013,CUST-00436,2025-12-24,276,521.64
SHIP-001386,SITE-012,SITE-015,CUST-00020,2025-02-22,307,3475.24
SHIP-001387,SITE-008,SITE-013,CUST-00696,2025-09-24,135,461.7
SHIP-001388,SITE-012,SITE-004,CUST-00614,2024-11-02,216,570.24
SHIP-001389,SITE-010,SITE-006,CUST-00587,2024-08-20,187,1770.89
SHIP-001390,SITE-013,SITE-006,CUST-00027,2026-07-24,52,314.08
SHIP-001391,SITE-008,SITE-004,CUST-00737,2026-01-14,214,2388.24
SHIP-001392,SITE-008,SITE-007,CUST-00528,2026-06-05,261,1438.11
SHIP-001393,SITE-001,SITE-015,CUST-00477,2024-05-23,304,918.08
SHIP-001394,SITE-006,SITE-015,CUST-00681,2026-08-08,129,532.77
SHIP-001395,SITE-009,SITE-012,CUST-00093,2024-06-09,45,193.05
SHIP-001396,SITE-001,SITE-003,CUST-00453,2024-07-31,179,372.32
SHIP-001397,SITE-009,SITE-012,CUST-00253,2026-04-06,263,2582.66
SHIP-001398,SITE-009,SITE-007,CUST-00697,2025-03-15,125,1105
SHIP-001399,SITE-009,SITE-001,CUST-00137,2025-06-18,171,904.59
SHIP-001400,SITE-013,SITE-005,CUST-00185,2025-07-12,302,2579.08
SHIP-001401,SITE-008,SITE-002,CUST-00589,2025-11-08,105,134.4
SHIP-001402,SITE-002,SITE-005,CUST-00582,2025-02-19,269,2353.75
SHIP-001403,SITE-014,SITE-012,CUST-00800,2024-12-17,387,3061.17
SHIP-001404,SITE-008,SITE-009,CUST-00075,2025-09-23,230,894.7
SHIP-001405,SITE-010,SITE-006,CUST-00785,2026-06-14,320,3532.8
SHIP-001406,SITE-001,SITE-009,CUST-00421,2025-11-12,361,2277.91
SHIP-001407,SITE-012,SITE-010,CUST-00146,2025-09-26,326,1587.62
SHIP-001408,SITE-001,SITE-013,CUST-00047,2025-01-11,156,358.8
SHIP-001409,SITE-014,SITE-015,CUST-00412,2025-11-16,208,1453.92
SHIP-001410,SITE-001,SITE-004,CUST-00479,2025-09-19,315,2841.3
SHIP-001411,SITE-009,SITE-011,CUST-00570,2026-03-06,234,2749.5
SHIP-001412,SITE-015,SITE-012,CUST-00367,2025-01-04,11,120.45
SHIP-001413,SITE-004,SITE-014,CUST-00283,2026-06-01,112,268.8
SHIP-001414,SITE-012,SITE-002,CUST-00270,2025-09-16,308,3498.88
SHIP-001415,SITE-012,SITE-005,CUST-00431,2026-07-20,238,1654.1
SHIP-001416,SITE-009,SITE-011,CUST-00216,2025-06-17,277,606.63
SHIP-001417,SITE-014,SITE-005,CUST-00673,2026-07-04,138,1337.22
SHIP-001418,SITE-014,SITE-013,CUST-00181,2024-11-15,397,3330.83
SHIP-001419,SITE-014,SITE-004,CUST-00427,2026-01-20,198,2152.26
SHIP-001420,SITE-001,SITE-012,CUST-00758,2026-07-05,233,1742.84
SHIP-001421,SITE-015,SITE-008,CUST-00741,2025-04-24,361,3685.81
SHIP-001422,SITE-008,SITE-006,CUST-00461,2024-10-01,265,2607.6
SHIP-001423,SITE-015,SITE-010,CUST-00018,2025-12-20,345,3201.6
SHIP-001424,SITE-014,SITE-015,CUST-00355,2025-01-16,199,1016.89
SHIP-001425,SITE-006,SITE-012,CUST-00258,2025-04-21,206,842.54
SHIP-001426,SITE-014,SITE-004,CUST-00306,2026-06-24,345,2784.15
SHIP-001427,SITE-002,SITE-008,CUST-00699,2025-02-24,158,748.92
SHIP-001428,SITE-008,SITE-001,CUST-00005,2025-11-24,206,1606.8
SHIP-001429,SITE-009,SITE-006,CUST-00260,2025-09-03,126,536.76
SHIP-001430,SITE-011,SITE-014,CUST-00774,2024-10-23,66,231.66
SHIP-001431,SITE-004,SITE-002,CUST-00575,2025-05-15,47,443.21
SHIP-001432,SITE-013,SITE-010,CUST-00399,2025-07-22,139,1505.37
SHIP-001433,SITE-007,SITE-008,CUST-00260,2024-07-15,13,15.21
SHIP-001434,SITE-004,SITE-010,CUST-00084,2026-08-29,208,1489.28
SHIP-001435,SITE-013,SITE-012,CUST-00729,2025-02-23,104,867.36
SHIP-001436,SITE-004,SITE-015,CUST-00066,2025-07-20,188,1849.92
SHIP-001437,SITE-002,SITE-005,CUST-00233,2025-08-07,286,3306.16
SHIP-001438,SITE-007,SITE-015,CUST-00155,2025-07-06,272,2532.32
SHIP-001439,SITE-008,SITE-002,CUST-00440,2025-04-18,8,74.96
SHIP-001440,SITE-004,SITE-001,CUST-00784,2026-06-11,103,71.07
SHIP-001441,SITE-001,SITE-007,CUST-00305,2024-04-11,274,2452.3
SHIP-001442,SITE-004,SITE-012,CUST-00767,2024-10-29,10,11
SHIP-001443,SITE-006,SITE-011,CUST-00271,2026-01-22,111,608.28
SHIP-001444,SITE-014,SITE-006,CUST-00360,2026-01-13,229,2420.53
SHIP-001445,SITE-015,SITE-003,CUST-00133,2026-01-15,394,1351.42
SHIP-001446,SITE-002,SITE-006,CUST-00070,2024-10-06,123,933.57
SHIP-001447,SITE-012,SITE-004,CUST-00521,2026-05-14,317,329.68
SHIP-001448,SITE-015,SITE-011,CUST-00677,2024-03-30,283,2074.39
SHIP-001449,SITE-015,SITE-010,CUST-00021,2026-05-20,128,643.84
SHIP-001450,SITE-007,SITE-003,CUST-00046,2026-02-12,189,778.68
SHIP-001451,SITE-007,SITE-008,CUST-00435,2025-02-26,97,192.06
SHIP-001452,SITE-015,SITE-010,CUST-00172,2024-11-29,351,3029.13
SHIP-001453,SITE-002,SITE-007,CUST-00343,2025-07-28,303,1660.44
SHIP-001454,SITE-004,SITE-009,CUST-00128,2026-02-07,152,1048.8
SHIP-001455,SITE-008,SITE-005,CUST-00082,2025-08-28,346,256.04
SHIP-001456,SITE-011,SITE-015,CUST-00243,2024-08-17,85,886.55
SHIP-001457,SITE-010,SITE-003,CUST-00480,2024-11-16,291,1402.62
SHIP-001458,SITE-009,SITE-006,CUST-00133,2025-09-28,215,1517.9
SHIP-001459,SITE-011,SITE-004,CUST-00017,2026-06-21,280,2948.4
SHIP-001460,SITE-010,SITE-012,CUST-00492,2026-01-04,158,1843.86
SHIP-001461,SITE-010,SITE-007,CUST-00738,2025-07-08,41,332.1
SHIP-001462,SITE-005,SITE-008,CUST-00354,2026-02-02,111,416.25
SHIP-001463,SITE-009,SITE-005,CUST-00634,2026-03-29,53,457.92
SHIP-001464,SITE-001,SITE-003,CUST-00507,2025-06-27,10,56.4
SHIP-001465,SITE-005,SITE-014,CUST-00278,2024-05-09,304,608
SHIP-001466,SITE-002,SITE-010,CUST-00381,2026-01-12,162,1521.18
SHIP-001467,SITE-008,SITE-003,CUST-00637,2025-11-02,288,1584
SHIP-001468,SITE-012,SITE-004,CUST-00303,2025-07-02,393,2004.3
SHIP-001469,SITE-009,SITE-013,CUST-00036,2025-01-25,123,1153.74
SHIP-001470,SITE-009,SITE-012,CUST-00610,2025-05-21,30,249.9
SHIP-001471,SITE-002,SITE-011,CUST-00527,2024-09-30,223,1005.73
SHIP-001472,SITE-002,SITE-015,CUST-00121,2026-01-10,112,614.88
SHIP-001473,SITE-010,SITE-004,CUST-00485,2024-08-24,254,1107.44
SHIP-001474,SITE-009,SITE-011,CUST-00178,2026-03-25,159,1570.92
SHIP-001475,SITE-014,SITE-009,CUST-00416,2024-11-02,400,2088
SHIP-001476,SITE-004,SITE-002,CUST-00713,2025-08-24,274,1882.38
SHIP-001477,SITE-011,SITE-001,CUST-00599,2025-03-24,296,1524.4
SHIP-001478,SITE-002,SITE-003,CUST-00430,2024-05-19,255,660.45
SHIP-001479,SITE-008,SITE-015,CUST-00335,2026-06-07,152,174.8
SHIP-001480,SITE-012,SITE-002,CUST-00341,2026-08-30,307,1301.68
SHIP-001481,SITE-002,SITE-009,CUST-00221,2025-04-17,373,1126.46
SHIP-001482,SITE-006,SITE-007,CUST-00178,2025-03-11,42,372.54
SHIP-001483,SITE-011,SITE-004,CUST-00135,2025-10-11,395,2934.85
SHIP-001484,SITE-011,SITE-012,CUST-00680,2026-05-24,390,3428.1
SHIP-001485,SITE-006,SITE-010,CUST-00623,2025-03-18,188,1567.92
SHIP-001486,SITE-001,SITE-012,CUST-00105,2024-09-01,370,1639.1
SHIP-001487,SITE-008,SITE-012,CUST-00284,2025-09-15,223,2515.44
SHIP-001488,SITE-006,SITE-004,CUST-00478,2025-04-05,16,82.88
SHIP-001489,SITE-014,SITE-012,CUST-00353,2025-12-03,355,3564.2
SHIP-001490,SITE-004,SITE-008,CUST-00060,2025-08-29,392,3833.76
SHIP-001491,SITE-007,SITE-002,CUST-00081,2026-01-24,317,3626.48
SHIP-001492,SITE-005,SITE-001,CUST-00272,2025-12-05,342,1354.32
SHIP-001493,SITE-015,SITE-003,CUST-00222,2026-01-15,385,3669.05
SHIP-001494,SITE-013,SITE-008,CUST-00489,2025-03-18,43,261.44
SHIP-001495,SITE-003,SITE-010,CUST-00510,2026-01-12,240,1929.6
SHIP-001496,SITE-012,SITE-005,CUST-00005,2024-08-08,80,287.2
SHIP-001497,SITE-013,SITE-011,CUST-00121,2026-03-14,327,2681.4
SHIP-001498,SITE-013,SITE-001,CUST-00179,2025-12-21,357,1506.54
SHIP-001499,SITE-005,SITE-007,CUST-00562,2025-06-06,119,1249.5
SHIP-001500,SITE-013,SITE-004,CUST-00391,2024-05-23,26,290.94
SHIP-001501,SITE-002,SITE-015,CUST-00356,2024-07-20,339,3851.04
SHIP-001502,SITE-002,SITE-001,CUST-00046,2025-06-25,362,3706.88
SHIP-001503,SITE-009,SITE-010,CUST-00612,2025-04-16,26,43.16
SHIP-001504,SITE-013,SITE-002,CUST-00546,2025-10-18,21,24.15
SHIP-001505,SITE-002,SITE-007,CUST-00366,2024-04-28,151,1289.54
SHIP-001506,SITE-013,SITE-008,CUST-00715,2026-05-08,195,1292.85
SHIP-001507,SITE-009,SITE-014,CUST-00507,2026-04-06,205,1656.4
SHIP-001508,SITE-004,SITE-015,CUST-00199,2026-03-07,160,835.2
SHIP-001509,SITE-008,SITE-014,CUST-00722,2026-06-25,222,2617.38
SHIP-001510,SITE-001,SITE-014,CUST-00127,2026-08-29,211,850.33
SHIP-001511,SITE-010,SITE-009,CUST-00060,2025-11-30,185,1505.9
SHIP-001512,SITE-004,SITE-008,CUST-00018,2026-08-01,389,3271.49
SHIP-001513,SITE-014,SITE-005,CUST-00118,2025-09-29,37,388.87
SHIP-001514,SITE-013,SITE-006,CUST-00597,2026-01-24,280,3029.6
SHIP-001515,SITE-004,SITE-002,CUST-00349,2024-11-23,276,2373.6
SHIP-001516,SITE-009,SITE-011,CUST-00382,2025-10-30,292,2744.8
SHIP-001517,SITE-012,SITE-011,CUST-00340,2025-08-17,280,2766.4
SHIP-001518,SITE-006,SITE-009,CUST-00578,2024-11-06,114,386.46
SHIP-001519,SITE-011,SITE-008,CUST-00088,2025-08-12,392,580.16
SHIP-001520,SITE-003,SITE-002,CUST-00477,2026-08-12,252,2772
SHIP-001521,SITE-014,SITE-005,CUST-00572,2025-04-30,177,1633.71
SHIP-001522,SITE-014,SITE-006,CUST-00100,2026-08-26,56,112
SHIP-001523,SITE-003,SITE-013,CUST-00025,2026-08-27,38,425.22
SHIP-001524,SITE-008,SITE-011,CUST-00772,2024-03-14,155,430.9
SHIP-001525,SITE-013,SITE-005,CUST-00116,2025-07-14,156,450.84
SHIP-001526,SITE-007,SITE-005,CUST-00608,2025-07-18,56,440.72
SHIP-001527,SITE-004,SITE-011,CUST-00709,2025-10-06,227,1514.09
SHIP-001528,SITE-005,SITE-009,CUST-00128,2025-03-05,133,742.14
SHIP-001529,SITE-004,SITE-010,CUST-00768,2024-10-24,231,757.68
SHIP-001530,SITE-010,SITE-009,CUST-00639,2026-01-19,292,601.52
SHIP-001531,SITE-009,SITE-004,CUST-00199,2026-02-15,250,2222.5
SHIP-001532,SITE-003,SITE-010,CUST-00794,2025-08-16,283,1168.79
SHIP-001533,SITE-010,SITE-009,CUST-00318,2025-08-23,264,2064.48
SHIP-001534,SITE-015,SITE-006,CUST-00285,2025-07-30,102,995.52
SHIP-001535,SITE-012,SITE-003,CUST-00674,2025-01-18,349,2753.61
SHIP-001536,SITE-013,SITE-003,CUST-00139,2026-05-19,280,302.4
SHIP-001537,SITE-014,SITE-013,CUST-00102,2025-07-22,311,3672.91
SHIP-001538,SITE-006,SITE-014,CUST-00721,2024-12-10,96,744.96
SHIP-001539,SITE-001,SITE-008,CUST-00195,2024-09-01,92,567.64
SHIP-001540,SITE-013,SITE-014,CUST-00167,2025-02-28,19,70.49
SHIP-001541,SITE-012,SITE-011,CUST-00326,2024-07-26,351,817.83
SHIP-001542,SITE-001,SITE-015,CUST-00031,2025-04-24,312,483.6
SHIP-001543,SITE-009,SITE-002,CUST-00559,2025-11-21,150,690
SHIP-001544,SITE-011,SITE-005,CUST-00653,2025-02-09,201,1995.93
SHIP-001545,SITE-007,SITE-010,CUST-00120,2025-04-14,299,2418.91
SHIP-001546,SITE-013,SITE-010,CUST-00595,2026-08-24,213,1627.32
SHIP-001547,SITE-007,SITE-010,CUST-00349,2026-07-04,106,170.66
SHIP-001548,SITE-015,SITE-013,CUST-00143,2024-10-02,132,1547.04
SHIP-001549,SITE-007,SITE-014,CUST-00681,2024-07-12,373,3782.22
SHIP-001550,SITE-001,SITE-010,CUST-00096,2024-06-22,210,1337.7
SHIP-001551,SITE-008,SITE-003,CUST-00771,2024-04-19,191,2011.23
SHIP-001552,SITE-010,SITE-001,CUST-00757,2025-11-23,36,234
SHIP-001553,SITE-002,SITE-008,CUST-00309,2024-10-24,351,726.57
SHIP-001554,SITE-014,SITE-001,CUST-00568,2026-07-09,392,2348.08
SHIP-001555,SITE-009,SITE-002,CUST-00651,2025-08-19,162,1305.72
SHIP-001556,SITE-010,SITE-012,CUST-00608,2024-03-28,333,1398.6
SHIP-001557,SITE-006,SITE-002,CUST-00140,2025-02-21,59,420.67
SHIP-001558,SITE-006,SITE-002,CUST-00689,2025-06-09,237,1038.06
SHIP-001559,SITE-003,SITE-013,CUST-00077,2024-04-19,278,2226.78
SHIP-001560,SITE-013,SITE-002,CUST-00696,2024-08-19,337,579.64
SHIP-001561,SITE-010,SITE-005,CUST-00522,2024-10-02,379,3020.63
SHIP-001562,SITE-009,SITE-001,CUST-00173,2025-12-08,291,2613.18
SHIP-001563,SITE-009,SITE-008,CUST-00518,2026-05-10,381,2613.66
SHIP-001564,SITE-010,SITE-012,CUST-00633,2025-06-04,339,1227.18
SHIP-001565,SITE-003,SITE-002,CUST-00500,2025-06-05,166,1520.56
SHIP-001566,SITE-007,SITE-015,CUST-00641,2024-11-09,221,183.43
SHIP-001567,SITE-011,SITE-007,CUST-00224,2025-10-03,219,455.52
SHIP-001568,SITE-001,SITE-004,CUST-00199,2025-09-13,338,1480.44
SHIP-001569,SITE-002,SITE-003,CUST-00593,2024-10-29,328,528.08
SHIP-001570,SITE-004,SITE-014,CUST-00630,2024-03-16,126,1232.28
SHIP-001571,SITE-010,SITE-009,CUST-00509,2024-10-26,165,1290.3
SHIP-001572,SITE-013,SITE-002,CUST-00695,2025-01-09,359,2566.85
SHIP-001573,SITE-015,SITE-007,CUST-00656,2026-06-15,130,1064.7
SHIP-001574,SITE-013,SITE-007,CUST-00281,2026-06-14,351,1484.73
SHIP-001575,SITE-014,SITE-009,CUST-00284,2025-02-25,298,1153.26
SHIP-001576,SITE-009,SITE-011,CUST-00294,2025-10-06,396,2411.64
SHIP-001577,SITE-004,SITE-006,CUST-00146,2025-09-09,62,474.3
SHIP-001578,SITE-009,SITE-002,CUST-00735,2026-06-09,195,1320.15
SHIP-001579,SITE-005,SITE-014,CUST-00349,2025-04-17,148,877.64
SHIP-001580,SITE-011,SITE-010,CUST-00675,2026-02-17,131,1350.61
SHIP-001581,SITE-009,SITE-002,CUST-00196,2026-07-25,329,3270.26
SHIP-001582,SITE-007,SITE-015,CUST-00150,2024-08-14,174,292.32
SHIP-001583,SITE-009,SITE-007,CUST-00527,2024-03-21,70,87.5
SHIP-001584,SITE-004,SITE-014,CUST-00289,2024-08-23,81,915.3
SHIP-001585,SITE-004,SITE-009,CUST-00150,2026-05-09,390,885.3
SHIP-001586,SITE-008,SITE-002,CUST-00300,2025-03-28,154,1791.02
SHIP-001587,SITE-013,SITE-012,CUST-00516,2026-06-14,167,390.78
SHIP-001588,SITE-005,SITE-002,CUST-00790,2025-11-02,340,2264.4
SHIP-001589,SITE-014,SITE-008,CUST-00056,2026-06-02,44,281.16
SHIP-001590,SITE-003,SITE-015,CUST-00030,2024-12-23,149,627.29
SHIP-001591,SITE-013,SITE-012,CUST-00202,2025-09-07,399,219.45
SHIP-001592,SITE-004,SITE-012,CUST-00081,2026-02-27,143,224.51
SHIP-001593,SITE-006,SITE-003,CUST-00017,2024-11-30,349,460.68
SHIP-001594,SITE-002,SITE-004,CUST-00524,2025-08-29,133,962.92
SHIP-001595,SITE-014,SITE-008,CUST-00709,2024-09-02,80,895.2
SHIP-001596,SITE-002,SITE-014,CUST-00763,2025-04-23,369,3291.48
SHIP-001597,SITE-005,SITE-006,CUST-00103,2025-09-29,87,1037.91
SHIP-001598,SITE-008,SITE-005,CUST-00665,2024-07-23,351,1688.31
SHIP-001599,SITE-004,SITE-005,CUST-00765,2025-05-24,52,41.6
SHIP-001600,SITE-005,SITE-012,CUST-00015,2024-12-27,387,3312.72
SHIP-001601,SITE-015,SITE-010,CUST-00086,2025-11-03,12,130.92
SHIP-001602,SITE-005,SITE-001,CUST-00321,2024-07-15,329,1615.39
SHIP-001603,SITE-014,SITE-013,CUST-00421,2024-03-22,326,420.54
SHIP-001604,SITE-003,SITE-010,CUST-00518,2026-08-27,313,3051.75
SHIP-001605,SITE-005,SITE-002,CUST-00606,2025-07-07,39,232.05
SHIP-001606,SITE-015,SITE-006,CUST-00580,2025-01-15,262,369.42
SHIP-001607,SITE-011,SITE-013,CUST-00259,2026-04-20,265,2586.4
SHIP-001608,SITE-003,SITE-015,CUST-00613,2025-03-15,40,342
SHIP-001609,SITE-003,SITE-010,CUST-00438,2025-09-27,311,886.35
SHIP-001610,SITE-001,SITE-013,CUST-00005,2024-11-28,255,1818.15
SHIP-001611,SITE-008,SITE-011,CUST-00027,2024-06-11,235,1318.35
SHIP-001612,SITE-002,SITE-004,CUST-00363,2026-03-17,178,1294.06
SHIP-001613,SITE-010,SITE-009,CUST-00250,2025-02-21,134,1192.6
SHIP-001614,SITE-007,SITE-009,CUST-00199,2024-11-22,23,258.75
SHIP-001615,SITE-007,SITE-015,CUST-00561,2025-02-25,180,1180.8
SHIP-001616,SITE-009,SITE-002,CUST-00008,2026-03-14,170,1426.3
SHIP-001617,SITE-009,SITE-001,CUST-00722,2025-01-11,84,943.32
SHIP-001618,SITE-015,SITE-010,CUST-00624,2026-05-08,387,3006.99
SHIP-001619,SITE-003,SITE-015,CUST-00063,2026-08-23,292,1953.48
SHIP-001620,SITE-004,SITE-005,CUST-00799,2024-10-22,18,112.86
SHIP-001621,SITE-010,SITE-011,CUST-00361,2025-02-07,34,401.88
SHIP-001622,SITE-002,SITE-005,CUST-00546,2026-06-16,25,138.25
SHIP-001623,SITE-015,SITE-004,CUST-00703,2025-06-26,301,1336.44
SHIP-001624,SITE-007,SITE-008,CUST-00074,2026-04-05,388,1660.64
SHIP-001625,SITE-006,SITE-003,CUST-00690,2026-01-18,32,204.48
SHIP-001626,SITE-003,SITE-014,CUST-00350,2025-05-25,105,70.35
SHIP-001627,SITE-004,SITE-002,CUST-00788,2024-12-07,131,1461.96
SHIP-001628,SITE-009,SITE-001,CUST-00088,2026-08-26,33,205.59
SHIP-001629,SITE-001,SITE-008,CUST-00113,2025-08-02,356,2894.28
SHIP-001630,SITE-001,SITE-004,CUST-00691,2025-07-25,345,3070.5
SHIP-001631,SITE-009,SITE-012,CUST-00646,2024-04-21,236,559.32
SHIP-001632,SITE-009,SITE-002,CUST-00542,2025-05-25,370,2430.9
SHIP-001633,SITE-011,SITE-015,CUST-00210,2025-05-24,138,82.8
SHIP-001634,SITE-001,SITE-004,CUST-00645,2024-11-17,347,1634.37
SHIP-001635,SITE-009,SITE-010,CUST-00347,2025-11-11,286,2027.74
SHIP-001636,SITE-005,SITE-008,CUST-00031,2026-05-07,276,1200.6
SHIP-001637,SITE-003,SITE-012,CUST-00053,2025-02-14,318,2187.84
SHIP-001638,SITE-010,SITE-014,CUST-00437,2024-04-17,302,875.8
SHIP-001639,SITE-001,SITE-015,CUST-00135,2025-06-20,162,1415.88
SHIP-001640,SITE-003,SITE-011,CUST-00505,2025-02-26,212,856.48
SHIP-001641,SITE-011,SITE-014,CUST-00102,2024-05-26,235,1654.4
SHIP-001642,SITE-004,SITE-012,CUST-00689,2025-03-21,389,672.97
SHIP-001643,SITE-005,SITE-001,CUST-00578,2026-08-18,279,1082.52
SHIP-001644,SITE-004,SITE-009,CUST-00592,2024-05-01,225,1993.5
SHIP-001645,SITE-009,SITE-010,CUST-00602,2024-11-14,116,853.76
SHIP-001646,SITE-014,SITE-003,CUST-00058,2024-04-23,43,383.13
SHIP-001647,SITE-015,SITE-009,CUST-00127,2024-05-15,20,27.8
SHIP-001648,SITE-004,SITE-009,CUST-00138,2024-03-31,145,1447.1
SHIP-001649,SITE-008,SITE-010,CUST-00624,2025-05-12,152,101.84
SHIP-001650,SITE-015,SITE-004,CUST-00229,2026-07-04,31,343.17
SHIP-001651,SITE-004,SITE-014,CUST-00268,2026-06-24,129,624.36
SHIP-001652,SITE-002,SITE-007,CUST-00133,2024-08-06,155,668.05
SHIP-001653,SITE-006,SITE-003,CUST-00225,2024-07-10,152,538.08
SHIP-001654,SITE-007,SITE-010,CUST-00625,2025-09-27,171,376.2
SHIP-001655,SITE-012,SITE-014,CUST-00643,2026-03-31,81,702.27
SHIP-001656,SITE-006,SITE-011,CUST-00693,2025-11-07,13,52.65
SHIP-001657,SITE-011,SITE-001,CUST-00784,2025-03-26,145,894.65
SHIP-001658,SITE-013,SITE-002,CUST-00636,2026-07-20,30,113.1
SHIP-001659,SITE-003,SITE-010,CUST-00792,2025-03-23,28,217.56
SHIP-001660,SITE-009,SITE-002,CUST-00023,2024-03-16,128,666.88
SHIP-001661,SITE-014,SITE-002,CUST-00598,2024-06-20,281,3088.19
SHIP-001662,SITE-009,SITE-002,CUST-00644,2025-09-12,73,600.79
SHIP-001663,SITE-010,SITE-004,CUST-00141,2026-05-13,197,380.21
SHIP-001664,SITE-007,SITE-010,CUST-00101,2024-06-06,251,1754.49
SHIP-001665,SITE-002,SITE-013,CUST-00621,2026-07-23,206,776.62
SHIP-001666,SITE-003,SITE-009,CUST-00770,2025-12-23,62,322.4
SHIP-001667,SITE-011,SITE-012,CUST-00043,2024-12-12,114,445.74
SHIP-001668,SITE-015,SITE-005,CUST-00693,2026-01-25,313,2259.86
SHIP-001669,SITE-011,SITE-012,CUST-00612,2026-06-01,167,1826.98
SHIP-001670,SITE-015,SITE-007,CUST-00485,2024-07-29,9,7.2
SHIP-001671,SITE-011,SITE-003,CUST-00584,2024-05-17,360,1634.4
SHIP-001672,SITE-009,SITE-008,CUST-00730,2024-11-17,17,127.84
SHIP-001673,SITE-001,SITE-011,CUST-00187,2025-01-28,86,417.96
SHIP-001674,SITE-006,SITE-007,CUST-00196,2026-01-31,292,3168.2
SHIP-001675,SITE-005,SITE-012,CUST-00755,2024-03-29,104,758.16
SHIP-001676,SITE-011,SITE-009,CUST-00290,2024-05-26,185,1918.45
SHIP-001677,SITE-008,SITE-007,CUST-00674,2026-01-22,166,170.98
SHIP-001678,SITE-008,SITE-007,CUST-00482,2024-06-28,338,2747.94
SHIP-001679,SITE-011,SITE-006,CUST-00149,2024-04-23,118,82.6
SHIP-001680,SITE-005,SITE-001,CUST-00667,2024-11-16,96,88.32
SHIP-001681,SITE-015,SITE-012,CUST-00552,2024-05-29,217,1200.01
SHIP-001682,SITE-014,SITE-013,CUST-00420,2025-06-11,48,31.2
SHIP-001683,SITE-013,SITE-002,CUST-00269,2024-05-06,360,3574.8
SHIP-001684,SITE-001,SITE-008,CUST-00441,2024-09-12,400,1104
SHIP-001685,SITE-010,SITE-012,CUST-00311,2024-05-23,46,258.06
SHIP-001686,SITE-008,SITE-004,CUST-00063,2025-01-21,54,71.82
SHIP-001687,SITE-014,SITE-008,CUST-00386,2026-07-01,173,1954.9
SHIP-001688,SITE-006,SITE-009,CUST-00307,2026-07-31,43,325.51
SHIP-001689,SITE-007,SITE-006,CUST-00691,2025-01-13,243,2767.77
SHIP-001690,SITE-008,SITE-010,CUST-00046,2025-08-04,381,1386.84
SHIP-001691,SITE-013,SITE-015,CUST-00793,2026-05-10,155,226.3
SHIP-001692,SITE-012,SITE-004,CUST-00419,2025-12-15,131,704.78
SHIP-001693,SITE-009,SITE-001,CUST-00245,2024-09-22,184,1832.64
SHIP-001694,SITE-005,SITE-004,CUST-00463,2025-08-01,242,2011.02
SHIP-001695,SITE-003,SITE-010,CUST-00621,2024-07-27,112,1189.44
SHIP-001696,SITE-012,SITE-006,CUST-00305,2024-07-16,127,396.24
SHIP-001697,SITE-002,SITE-008,CUST-00078,2024-12-25,396,2023.56
SHIP-001698,SITE-005,SITE-013,CUST-00347,2025-08-02,51,29.58
SHIP-001699,SITE-005,SITE-001,CUST-00462,2024-05-12,176,1077.12
SHIP-001700,SITE-001,SITE-015,CUST-00034,2024-12-19,281,2992.65
SHIP-001701,SITE-012,SITE-010,CUST-00582,2025-08-05,118,134.52
SHIP-001702,SITE-013,SITE-008,CUST-00178,2024-11-07,8,45.28
SHIP-001703,SITE-014,SITE-001,CUST-00153,2026-03-04,101,769.62
SHIP-001704,SITE-004,SITE-011,CUST-00421,2026-04-30,130,625.3
SHIP-001705,SITE-011,SITE-004,CUST-00572,2024-04-21,156,1449.24
SHIP-001706,SITE-005,SITE-014,CUST-00264,2024-11-10,85,730.15
SHIP-001707,SITE-008,SITE-004,CUST-00385,2024-05-11,360,277.2
SHIP-001708,SITE-006,SITE-004,CUST-00516,2025-07-09,135,68.85
SHIP-001709,SITE-005,SITE-009,CUST-00552,2025-06-11,93,737.49
SHIP-001710,SITE-006,SITE-015,CUST-00224,2024-05-04,336,540.96
SHIP-001711,SITE-013,SITE-006,CUST-00777,2026-07-31,230,2389.7
SHIP-001712,SITE-007,SITE-012,CUST-00179,2026-01-07,164,1162.76
SHIP-001713,SITE-001,SITE-010,CUST-00303,2025-08-01,395,3914.45
SHIP-001714,SITE-013,SITE-015,CUST-00078,2026-01-08,55,183.7
SHIP-001715,SITE-014,SITE-005,CUST-00646,2026-06-21,91,262.99
SHIP-001716,SITE-005,SITE-008,CUST-00078,2025-07-02,116,871.16
SHIP-001717,SITE-001,SITE-003,CUST-00282,2025-01-23,86,708.64
SHIP-001718,SITE-006,SITE-010,CUST-00495,2026-01-18,163,1066.02
SHIP-001719,SITE-010,SITE-007,CUST-00724,2025-11-30,37,41.44
SHIP-001720,SITE-006,SITE-012,CUST-00769,2025-11-03,44,161.92
SHIP-001721,SITE-002,SITE-009,CUST-00143,2026-07-10,330,3250.5
SHIP-001722,SITE-001,SITE-010,CUST-00088,2025-01-29,121,1114.41
SHIP-001723,SITE-013,SITE-001,CUST-00216,2026-05-30,331,1141.95
SHIP-001724,SITE-011,SITE-012,CUST-00685,2026-06-29,20,135.2
